token,symbol,exch_seg
12046,UTIDQP35P1-MF,NSE
1215,653HP29-SG,NSE
12173,HNDFDS-EQ,NSE
12289,739ML26-SG,NSE
12295,768HR31-SG,NSE
12311,774KA37-SG,NSE
1235,GREAVESCOT-EQ,NSE
12689,764AP33-SG,NSE
12701,768JK37-SG,NSE
12978,NPBET-EQ,NSE
13,ABB-EQ,NSE
13035,SAFARI-EQ,NSE
13158,UTIRFP35P2-MF,NSE
13192,ENIL-EQ,NSE
13234,ABSLFTUBRG-MF,NSE
13260,KEC-EQ,NSE
13290,BLKASHYAP-EQ,NSE
13310,KEI-EQ,NSE
13349,UMA-SM,NSE
13397,769PY37-SG,NSE
13436,LOKESHMACH-EQ,NSE
13463,PIONEEREMB-EQ,NSE
13517,EMAMILTD-EQ,NSE
13565,RAMANEWS-EQ,NSE
136,ANDHRSUGAR-EQ,NSE
13600,762HR31-SG,NSE
13619,764GA38-SG,NSE
13643,ELECON-EQ,NSE
1372,HINDCOMPOS-EQ,NSE
13745,GTLINFRA-EQ,NSE
1375,HCC-EQ,NSE
13779,755JK38-SG,NSE
13796,MANALIPETC-EQ,NSE
1382,673PN40-SG,NSE
13858,IIFLZC28A-NU,NSE
13882,765HR33-SG,NSE
13887,764GA33-SG,NSE
13901,77HP38-SG,NSE
13925,NFL-EQ,NSE
13945,PRAENG-BE,NSE
13951,PARACABLES-EQ,NSE
13959,769AS33-SG,NSE
13966,HBLENGINE-EQ,NSE
13968,768HR33-SG,NSE
13997,765TN53-SG,NSE
14038,985SFIL28-NO,NSE
14045,965IFSL26-N6,NSE
14052,GRCL-SM,NSE
14063,WANBURY-EQ,NSE
14139,SBGLP-EQ,NSE
14154,UNOMINDA-EQ,NSE
14165,762MN35-SG,NSE
14233,HDFCSML250-EQ,NSE
14329,SMSPHARMA-EQ,NSE
14354,758RJ48-SG,NSE
14359,77AP28-SG,NSE
14398,AMDIND-EQ,NSE
14399,UTIRGR36P1-MF,NSE
1449,593CG26-SG,NSE
14437,777JK35-SG,NSE
14442,775UP38-SG,NSE
14445,NAHARPOLY-EQ,NSE
14506,SYSTANGO-SM,NSE
14550,NDLVENTURE-BE,NSE
14574,MCON-SM,NSE
14592,FORTIS-EQ,NSE
14613,QFIL-SM,NSE
14616,SIMBHALS-BE,NSE
14618,CHEMBOND-EQ,NSE
14634,735GJ26-SG,NSE
14638,772HR32-SG,NSE
1465,ACCURACY-EQ,NSE
14655,774WB41-SG,NSE
14681,GUJAPOLLO-BE,NSE
14696,990SCFL26-AJ,NSE
14714,925SCL28-AM,NSE
14731,HFMPM23DND-MF,NSE
14732,DLF-EQ,NSE
14739,TECILCHEM-BE,NSE
14758,051NSETEST-EQ,NSE
14762,061NSETEST-EQ,NSE
14834,78JK35-SG,NSE
14848,ALPA-EQ,NSE
14855,776KL51-SG,NSE
14889,ASIANTILES-EQ,NSE
14937,CIEINDIA-EQ,NSE
15009,736MH28-SG,NSE
15061,PSUBANK-EQ,NSE
15077,BVCL-BE,NSE
1508,ASTERDM-EQ,NSE
15098,75HR30-SG,NSE
15124,KOLTEPATIL-EQ,NSE
15179,ECLERX-EQ,NSE
15214,DVL-EQ,NSE
15229,LICNFNHGP-EQ,NSE
15251,866SFIL23A-NY,NSE
15253,890SFIL23A-NZ,NSE
15319,747PN43-SG,NSE
15260,738GJ30-SG,NSE
15285,QUICKTOUCH-SM,NSE
15374,840CIFCL28-N4,NSE
1532,668WB35-SG,NSE
15503,739TN33-SG,NSE
15869,AUROIMPEX-SM,NSE
15971,72MH28-SG,NSE
16071,73AP38-SG,NSE
16123,BHARATWIRE-EQ,NSE
16192,PAVNAIND-EQ,NSE
16235,737NL33-SG,NSE
1633,IPCALAB-EQ,NSE
1655,669TS40-SG,NSE
16250,739MN35-SG,NSE
16290,737AP33-SG,NSE
1675,ITI-EQ,NSE
16640,729CG30-SG,NSE
16645,734AS33A-SG,NSE
1681,IVP-EQ,NSE
16777,SILVERAG-EQ,NSE
16781,722GJ28-SG,NSE
16888,URBAN-SM,NSE
16928,739TN33A-SG,NSE
16934,736MZ38-SG,NSE
17034,IIFLZC26B-NY,NSE
17053,HMAAGRO-EQ,NSE
17110,SGBJ28VIII-GB,NSE
17122,744RJ33-SG,NSE
17181,NEXT50-EQ,NSE
17210,TRIDHYA-SM,NSE
17256,ALBERTDAVD-EQ,NSE
17313,LLOYDSME-EQ,NSE
17351,SALONA-EQ,NSE
1756,JINDALPOLY-EQ,NSE
17642,745AS33A-SG,NSE
17664,SGBFEB28IX-GB,NSE
17667,745TS40-SG,NSE
17675,ALOKINDS-EQ,NSE
17735,BAFNAPH-BE,NSE
17764,REFEX-EQ,NSE
17859,REDTAPE-EQ,NSE
17964,CIFC28-NB,NSE
18006,BPF02D2G-MF,NSE
18066,BPF02IMR-MF,NSE
18119,SRGHFL-EQ,NSE
18154,HATHWAY-EQ,NSE
18171,BPF01MDR-MF,NSE
18178,FICRF3DP-MF,NSE
18204,749BR31-SG,NSE
18235,LORDSCHLO-BE,NSE
18279,HDFCLIQUID-EQ,NSE
18334,741WB39-SG,NSE
18423,RATNAVEER-EQ,NSE
18442,BASILIC-SM,NSE
18501,SABEVENTS-BE,NSE
1854,66UK31-SG,NSE
18558,JIWANRAM-SM,NSE
18608,ZAGGLE-EQ,NSE
18693,AVSL-ST,NSE
18773,MARCO-SM,NSE
18857,579GS2030-GS,NSE
1887,597CG27-SG,NSE
18862,SGBAPR28I-GB,NSE
18931,SUNDARAM-EQ,NSE
1901,CUMMINSIND-EQ,NSE
18946,747HR33A-SG,NSE
18998,746WB39-SG,NSE
18999,745KL39-SG,NSE
1902,663WB41-SG,NSE
19011,MASTER-SM,NSE
19036,PODDARMENT-EQ,NSE
19163,754UK33-SG,NSE
19164,76AP34-SG,NSE
19177,749TS44-SG,NSE
19191,754RJ33-SG,NSE
192,875NHAI29-N6,NSE
19206,VINYAS-SM,NSE
19223,TCIEXP-EQ,NSE
19299,ITDC-EQ,NSE
19410,ROSSARI-EQ,NSE
19458,PLAZACABLE-EQ,NSE
19483,775SK33A-SG,NSE
1953,661MP37-SG,NSE
19485,769UP35A-SG,NSE
19556,BHANDARI-EQ,NSE
19566,737GS2028-GS,NSE
19585,BSE-EQ,NSE
19675,GAYAPROJ-BZ,NSE
19676,CMICABLES-BZ,NSE
19677,ANSALAPI-BZ,NSE
19685,733GS2026-GS,NSE
19726,776AP37-SG,NSE
19761,ADFFOODS-EQ,NSE
19770,SCL26-NA,NSE
10099,GODREJCP-EQ,NSE
10196,782GJ32-SG,NSE
10272,792TS45-SG,NSE
10330,778ML31-SG,NSE
10333,794PN42-SG,NSE
10334,789TS34-SG,NSE
10336,797AP39-SG,NSE
10415,MUTHOOTCAP-EQ,NSE
1053,UFLEX-EQ,NSE
10532,785KL35-SG,NSE
10568,RAMAPHO-EQ,NSE
10676,MNC-EQ,NSE
10721,765BR32A-SG,NSE
10722,726GS2032-GS,NSE
10757,VERTIS-IV,NSE
10844,77TN42-SG,NSE
10945,TMB-EQ,NSE
10958,748HP33-SG,NSE
10959,749HP34-SG,NSE
10966,745SK32-SG,NSE
10971,MEGAFLEX-SM,NSE
10985,SABAR-ST,NSE
11039,DCMNVL-EQ,NSE
11069,NATHBIOGEN-BE,NSE
11072,AGRITECH-EQ,NSE
11094,755BR32-SG,NSE
11184,IDFCFIRSTB-EQ,NSE
11226,BAGFILMS-EQ,NSE
1127,GHCL-EQ,NSE
11285,764MH32-SG,NSE
11286,771MN32-SG,NSE
11294,778MZ37-SG,NSE
11299,76AP28-SG,NSE
11407,XPROINDIA-EQ,NSE
11412,782AP35-SG,NSE
11415,783TS36-SG,NSE
1158,649KA30A-SG,NSE
11441,LICNETFSEN-EQ,NSE
11507,783HR32-SG,NSE
11566,DCI-EQ,NSE
1163,66AS30-SG,NSE
1164,NEWGEN-EQ,NSE
11630,NTPC-EQ,NSE
1174,GNFC-EQ,NSE
11658,79NHIT35-N1,NSE
11679,784AS32-SG,NSE
11760,775AP29-SG,NSE
11782,EVEREADY-EQ,NSE
11796,HPIL-EQ,NSE
11804,SUKHJITS-EQ,NSE
11860,JKPAPER-EQ,NSE
11868,63MOONS-EQ,NSE
11878,782SK32A-SG,NSE
11896,GEOJITFSL-EQ,NSE
11909,SWELECTES-EQ,NSE
11935,SPLIL-EQ,NSE
11956,MEDANTA-EQ,NSE
11983,SASKEN-EQ,NSE
11984,767KA32-SG,NSE
11992,SYNCOMF-EQ,NSE
12009,IMPAL-EQ,NSE
12026,RENUKA-EQ,NSE
12040,UTIDGR35P1-MF,NSE
1209,532CG25-SG,NSE
1210,532AS25-SG,NSE
12188,INOXGREEN-EQ,NSE
1231,SOLEX-SM,NSE
12313,766KA42-SG,NSE
12328,763TS44-SG,NSE
12345,763TN47-SG,NSE
12456,CAGL25A-N4,NSE
1246,664AS30-SG,NSE
1251,667MH32-SG,NSE
12533,AAATECH-EQ,NSE
12673,762PN32-SG,NSE
12678,762GA32-SG,NSE
12692,763KA37-SG,NSE
12749,DJML-EQ,NSE
12863,V1NSETEST-EQ,NSE
13051,753TS47-SG,NSE
13072,IIFLCAPS-EQ,NSE
13101,VIMTALABS-EQ,NSE
13106,NAHARINDUS-EQ,NSE
13112,757AS32-SG,NSE
13116,QUICKHEAL-EQ,NSE
13118,74ML27-SG,NSE
13156,UTIRAP35P2-MF,NSE
13162,CELEBRITY-EQ,NSE
13203,ALLETEC-SM,NSE
1338,SDBL-EQ,NSE
13285,M&MFIN-EQ,NSE
13300,NITCO-EQ,NSE
13457,KAMDHENU-EQ,NSE
13381,KKCL-EQ,NSE
13441,BALPHARMA-EQ,NSE
13472,645GS2029-GS,NSE
13482,916SCL25-ZW,NSE
13487,894SCL27-ZY,NSE
13492,939SCL27-ZZ,NSE
13496,PFOCUS-EQ,NSE
13556,HDFC1204RQ-MF,NSE
1360,HIMATSEIDE-EQ,NSE
13575,MANUGRAPH-BE,NSE
13625,BILVYAPAR-EQ,NSE
13624,762KL53-SG,NSE
13658,GEECEE-EQ,NSE
1373,665JK30-SG,NSE
13718,763TS36-SG,NSE
1376,668JH32-SG,NSE
13731,CMNL-SM,NSE
13750,FLUOROCHEM-EQ,NSE
13766,DUCOL-SM,NSE
1380,855IREDA29-N2,NSE
13778,762UP35-SG,NSE
1383,855IREDA34-N3,NSE
13814,KAMOPAINTS-EQ,NSE
13821,RUCHIRA-EQ,NSE
13839,DONEAR-EQ,NSE
13868,AARTIPHARM-EQ,NSE
13890,HIRECT-EQ,NSE
13906,766WB39-SG,NSE
13908,762TN43-SG,NSE
13982,JASH-EQ,NSE
13992,77PN40-SG,NSE
13993,768TS42-SG,NSE
13994,766RJ43-SG,NSE
1401,SUPREMEENG-BE,NSE
14034,1030SFIL28-NM,NSE
14093,764MP33-SG,NSE
1422,66RJ30B-SG,NSE
14268,77AP30-SG,NSE
14270,771AP33-SG,NSE
1428,662NL30-SG,NSE
14271,768BR33-SG,NSE
14273,766UP33A-SG,NSE
14335,HDFC2638DG-MF,NSE
14351,769AP43-SG,NSE
14352,769MP43-SG,NSE
14353,758TS45-SG,NSE
14357,756TN53-SG,NSE
14385,POCL-EQ,NSE
14446,775WB39-SG,NSE
14497,704NHAI26-NB,NSE
14529,769NHAI31-NE,NSE
14584,PSUBNKIETF-EQ,NSE
14599,GSLSU-EQ,NSE
14663,774RJ49-SG,NSE
14718,971SCL28-AN,NSE
14745,ADVANIHOTR-EQ,NSE
14751,021NSETEST-EQ,NSE
14755,041NSETEST-EQ,NSE
14766,V2RETAIL-EQ,NSE
14777,121NSETEST-EQ,NSE
14802,ABSLFTUJRG-MF,NSE
14814,774HR31-SG,NSE
14818,775HP32-SG,NSE
14822,775SK33-SG,NSE
14839,779HP38-SG,NSE
14849,785WB42-SG,NSE
14922,PURVA-EQ,NSE
14947,MOTILALOFS-EQ,NSE
14948,F13RG-MF,NSE
14952,INDOWIND-EQ,NSE
1497,SHIVAMILLS-EQ,NSE
14973,729GR2033-GS,NSE
14982,CENTUM-EQ,NSE
15051,MOS-SM,NSE
15058,AVALON-EQ,NSE
15095,756RJ33-SG,NSE
15109,759RJ48-SG,NSE
15110,704IRFC26-NL,NSE
15141,COLPAL-EQ,NSE
15147,AGUL-SM,NSE
15151,MADHAV-EQ,NSE
15161,HITECHCORP-EQ,NSE
15199,MANAKSIA-EQ,NSE
1525,656UP30-SG,NSE
15239,BIRLAMONEY-EQ,NSE
15266,JKIL-EQ,NSE
15283,KNRCON-EQ,NSE
15308,SEPC-EQ,NSE
15315,749MN35-SG,NSE
15323,746WB46-SG,NSE
15324,746KL48-SG,NSE
15333,746TS48A-SG,NSE
15380,MANKIND-EQ,NSE
15404,ATAM-EQ,NSE
15414,TITAGARH-EQ,NSE
15508,74AS33-SG,NSE
15555,HCG-EQ,NSE
15589,AVG-EQ,NSE
159,MILTON-SM,NSE
16062,734RJ33-SG,NSE
16133,KRISHCA-SM,NSE
16229,736MP33-SG,NSE
16239,737SK33-SG,NSE
16253,EBBETF0430-EQ,NSE
16367,737PN38-SG,NSE
16639,KIRIINDUS-EQ,NSE
16647,733AP33-SG,NSE
16657,ANIKINDS-EQ,NSE
16658,SIGMA-EQ,NSE
16713,UBL-EQ,NSE
16725,RPGLIFE-EQ,NSE
16894,TCHF30-NB,NSE
16933,INDBANK-EQ,NSE
16935,735AP40-SG,NSE
16954,VILINBIO-SM,NSE
16979,74HR33-SG,NSE
16987,743AP39-SG,NSE
16992,742TN43-SG,NSE
16993,742AP43-SG,NSE
17032,THYROCARE-EQ,NSE
17094,CROMPTON-EQ,NSE
171,672RJ30-SG,NSE
17104,747KL42-SG,NSE
17115,743TS50-SG,NSE
17186,SHRIPISTON-EQ,NSE
17271,SENCO-EQ,NSE
17295,NAGAFERT-EQ,NSE
17328,734TS44-SG,NSE
17349,1050NFL26-N7,NSE
17397,PREMEXPLN-EQ,NSE
17398,718GS2037-GS,NSE
1742,665TS40-SG,NSE
17453,74UP33-SG,NSE
17454,739TN33B-SG,NSE
17541,DAMODARIND-EQ,NSE
17661,UNIVPHOTO-BE,NSE
17671,743TN53-SG,NSE
17758,SARDAEN-EQ,NSE
17795,TREL-EQ,NSE
17801,LLOYDSENGG-EQ,NSE
17839,GILLANDERS-EQ,NSE
17882,ORIANA-SM,NSE
17927,BAYERCROP-EQ,NSE
17958,84CIFCL28-NA,NSE
17971,SBICARD-EQ,NSE
18063,BPF02IDR-MF,NSE
18086,DBL-EQ,NSE
18096,JUBLFOOD-EQ,NSE
1814,KPIL-EQ,NSE
18143,JIOFIN-EQ,NSE
18162,BPF02RMR-MF,NSE
18164,BPF01D1D-MF,NSE
1827,645GJ30A-SG,NSE
18165,BPF01D1R-MF,NSE
18169,BPF01GPG-MF,NSE
18176,IFD3DPD-MF,NSE
1830,658GA31-SG,NSE
18323,744HR33-SG,NSE
18327,744GA33-SG,NSE
18336,74KL41-SG,NSE
18337,74RJ41-SG,NSE
18359,SANDUMA-EQ,NSE
18391,RBLBANK-EQ,NSE
18401,747AS33-SG,NSE
18404,743TN33-SG,NSE
1841,KCP-EQ,NSE
18408,744RJ36-SG,NSE
18522,746GA38-SG,NSE
18636,915SCL26-NE,NSE
18679,HPL-EQ,NSE
18686,741WB42-SG,NSE
18688,74GJ27-SG,NSE
18690,746TS30-SG,NSE
18691,749BR31A-SG,NSE
18751,KODYTECH-SM,NSE
18769,DRL-SM,NSE
18822,ENDURANCE-EQ,NSE
18827,TARAPUR-EQ,NSE
18856,965SCL28C-BR,NSE
18866,MAZDA-EQ,NSE
18904,980SCL33A-N3,NSE
18906,888SCL25E-N4,NSE
18911,745RJ44-SG,NSE
18921,VBL-EQ,NSE
18938,745GJ31-SG,NSE
18939,746RJ33-SG,NSE
19138,DIGIKORE-SM,NSE
19218,VALIANTLAB-EQ,NSE
19224,SENSEXETF-EQ,NSE
19257,CHOLAFIN-D1,NSE
19289,MOM50-EQ,NSE
19287,KONTOR-SM,NSE
19296,TERASOFT-BE,NSE
19401,BOROLTD-EQ,NSE
19386,OLIL-SM,NSE
19438,AHLEAST-EQ,NSE
19481,77GA33-SG,NSE
19525,IITL-EQ,NSE
19533,766HR35-SG,NSE
19539,772MZ38-SG,NSE
19620,772AP36-SG,NSE
19646,MAXESTATES-EQ,NSE
19653,KALYANI-BE,NSE
19692,ONDOOR-SM,NSE
19722,775HR35-SG,NSE
19729,772AP41-SG,NSE
19742,763JK53-SG,NSE
19745,768TN30A-SG,NSE
19748,771UP33-SG,NSE
19758,940SCL26-N6,NSE
199,MASFIN-EQ,NSE
19779,PARAGON-SM,NSE
19902,772TS36-SG,NSE
1991,863IRFC29-NC,NSE
19905,779WB40-SG,NSE
19908,765TN30-SG,NSE
19909,77KA33-SG,NSE
1999,888IRFC29-NE,NSE
19966,858HUDCO29-NC,NSE
20022,830PFCL27-N5,NSE
20026,867PFCL33-N7,NSE
20034,764NABAR31-N2,NSE
20092,TASTYBITE-EQ,NSE
20151,725GR2028-GS,NSE
20155,69AS30-SG,NSE
2016,661RJ31A-SG,NSE
20173,77MH34A-SG,NSE
20188,WABAG-EQ,NSE
20219,780HR30-SG,NSE
20233,CLEDUCATE-BE,NSE
20261,IREDA-EQ,NSE
20296,SHAH-EQ,NSE
2031,M&M-EQ,NSE
20310,717HR29-SG,NSE
20348,775GA33-SG,NSE
20356,779PN36-SG,NSE
20357,776MP37A-SG,NSE
20362,771WB41-SG,NSE
20413,IOLCP-EQ,NSE
20366,764RJ49-SG,NSE
20475,771HR33A-SG,NSE
20498,PRESSTONIC-SM,NSE
20518,720AR30-SG,NSE
20519,724HR29-SG,NSE
20590,803ABHF27-N2,NSE
20607,INOXINDIA-EQ,NSE
20621,PENIND-EQ,NSE
20731,763ML32-SG,NSE
20738,765HP35-SG,NSE
20760,RPPINFRA-EQ,NSE
20774,705AS30-SG,NSE
2078,688MN31-SG,NSE
20775,712HR40-SG,NSE
20790,SUMEETINDS-EQ,NSE
20797,708KA31-SG,NSE
20817,IRBINVIT-IV,NSE
20845,716KA30-SG,NSE
20846,717HP30-SG,NSE
20903,813PNBH33-N0,NSE
20910,A2ZINFRA-BE,NSE
20922,648AP27-SG,NSE
20919,715AP36-SG,NSE
20931,767UK33A-SG,NSE
20936,KIRLOSENG-EQ,NSE
20995,990SCL26B-Y7,NSE
21,664UP30-SG,NSE
21026,835SCL23A-YH,NSE
21044,980SCL33B-YL,NSE
21049,773GJ29-SG,NSE
2123,619AS26-SG,NSE
21156,774RJ34-SG,NSE
21213,730AS29-SG,NSE
21238,AUBANK-EQ,NSE
21276,777HR36-SG,NSE
2143,704MZ33-SG,NSE
21503,764GJ34-SG,NSE
21512,764HP39-SG,NSE
21547,76TS47-SG,NSE
21551,SMSLIFE-EQ,NSE
21572,835SMFG27-N0,NSE
21614,ABCAPITAL-EQ,NSE
21642,729BR30-SG,NSE
21735,737GR2054-GS,NSE
21767,83645TFS27-N1,NSE
21828,TEXRAIL-EQ,NSE
21895,692PN35-SG,NSE
21903,673KL28-SG,NSE
21904,791KL30-SG,NSE
21909,65KL27-SG,NSE
21920,705MN30-SG,NSE
21936,657MH31-SG,NSE
21949,652MP35-SG,NSE
21950,729MP35-SG,NSE
21927,57KA26-SG,NSE
21975,657MP30-SG,NSE
22013,729ML29-SG,NSE
22029,703PY28-SG,NSE
2203,BIRET-RR,NSE
22034,727RJ29-SG,NSE
22061,790RJ26-SG,NSE
22068,684RJ30-SG,NSE
22090,716UP29-SG,NSE
22145,695WB35-SG,NSE
22157,711CG30-SG,NSE
22165,745UK30-SG,NSE
22171,729UK29-SG,NSE
22175,799WB35-SG,NSE
22177,735WB30-SG,NSE
22179,658JK30-SG,NSE
22182,679JK30-SG,NSE
22202,735UK30-SG,NSE
22203,739TS59-SG,NSE
22220,717PN30A-SG,NSE
22222,717GJ30A-SG,NSE
22263,649TS50-SG,NSE
22296,64GJ30-SG,NSE
22369,65GA30A-SG,NSE
22377,MAXHEALTH-EQ,NSE
22447,655AS30A-SG,NSE
22452,64KA30A-SG,NSE
22454,661KA35-SG,NSE
2248,703RJ36-SG,NSE
22457,671TS50-SG,NSE
22494,765CG33-SG,NSE
22495,766RJ33A-SG,NSE
22499,762TN34-SG,NSE
22500,763MH35-SG,NSE
22503,769PN36-SG,NSE
22504,769BR39-SG,NSE
2256,PENINLAND-EQ,NSE
22517,FONEBOX-SM,NSE
22527,DELAPLEX-SM,NSE
22575,837SMFG29-N2,NSE
2263,BANDHANBNK-EQ,NSE
22592,HEALTHADD-EQ,NSE
22615,749AP36-SG,NSE
22619,752BR39-SG,NSE
2266,707AS31-SG,NSE
2275,IRISDOREME-EQ,NSE
22633,769LIC34-N0,NSE
22743,747CG30A-SG,NSE
22793,760PFC29-N0,NSE
22839,1035UCL26-NA,NSE
22846,GPTHEALTH-EQ,NSE
22921,797SFL30-N0,NSE
22925,820ABHF27-N5,NSE
22854,830TFSIL27-N2,NSE
22962,925BCIL28-N0,NSE
22987,74RJ42-SG,NSE
22996,741KA36-SG,NSE
23000,738TN54-SG,NSE
23056,JGCHEM-EQ,NSE
23078,738CG32-SG,NSE
23083,736KA34-SG,NSE
23096,737TS41-SG,NSE
23099,738KL44-SG,NSE
23159,AVPINFRA-SM,NSE
23184,MOREALTY-EQ,NSE
23191,746UP32-SG,NSE
23204,75MN36-SG,NSE
23211,745WB42-SG,NSE
23228,820ABHFL27-N6,NSE
23283,965SCL26-YO,NSE
23327,749RJ40-SG,NSE
23328,752WB39-SG,NSE
23342,742KA32-SG,NSE
23355,752HP39-SG,NSE
23356,752UP39-SG,NSE
23446,171NSETEST-EQ,NSE
23361,890MFL27-NK,NSE
23410,BLUEPEBBLE-SM,NSE
23442,RADIOWALLA-SM,NSE
2350,NURECA-EQ,NSE
23474,ALUWIND-SM,NSE
23498,744TS53-SG,NSE
23512,TARACHAND-EQ,NSE
23553,AIIL-EQ,NSE
23571,755PGCI34-N2,NSE
23581,75TN31-SG,NSE
23582,75AP32-SG,NSE
23583,755PN32-SG,NSE
23621,JNKINDIA-EQ,NSE
23635,753PN36-SG,NSE
23636,753PN37-SG,NSE
23639,751AP41-SG,NSE
23669,AAFS27B-N4,NSE
23673,747HP33-SG,NSE
23678,743TS41A-SG,NSE
23682,746AP38A-SG,NSE
23736,SILKFLEX-SM,NSE
23759,741AP47-SG,NSE
23797,770NABAR27-N4,NSE
23818,738AP44-SG,NSE
23760,741JK49-SG,NSE
23806,ABSLPSE-EQ,NSE
2387,72UP31-SG,NSE
23830,RULKA-SM,NSE
23871,737AS34-SG,NSE
23875,737PN36-SG,NSE
23880,737WB40-SG,NSE
23915,LIQUIDBETF-EQ,NSE
23920,744PFCL34-NB,NSE
23926,925SCL26C-ZA,NSE
2395,722AP37-SG,NSE
23946,902SCL27A-ZI,NSE
24008,747PN37-SG,NSE
24009,745RJ40-SG,NSE
24050,735JK49-SG,NSE
24057,741PN34A-SG,NSE
24098,738RJ33-SG,NSE
24099,739PN33-SG,NSE
24135,960IIFLS26-N9,NSE
24164,DURLAX-SM,NSE
24117,BBNPNBETF-EQ,NSE
24159,AFIL-EQ,NSE
24205,728JK54-SG,NSE
24225,RELAXO-EQ,NSE
24265,ESTER-EQ,NSE
24326,1278VCCL25-N0,NSE
24337,736TS37-SG,NSE
24347,864CIFL29A-N0,NSE
24364,743NBFID34-N0,NSE
24415,AMBEY-SM,NSE
24424,731TN54-SG,NSE
24366,SBISILVER-EQ,NSE
24461,EVINDIA-EQ,NSE
24464,817ABHF27-N0,NSE
24474,739IRFC34-N0,NSE
19887,MICROPRO-SM,NSE
19913,DMART-EQ,NSE
19974,736PFCL28-N2,NSE
19976,760PFCL35-N3,NSE
20017,72KA31-SG,NSE
20039,SCLZC25D-NJ,NSE
20056,866IIFC34B-N3,NSE
20077,INTENTECH-BE,NSE
2014,657GJ31-SG,NSE
20182,ASHOKA-EQ,NSE
20189,773TS40-SG,NSE
2019,662HR41-SG,NSE
20257,ESILVER-EQ,NSE
20314,NRAIL-EQ,NSE
20349,775UP33-SG,NSE
20351,775UP34-SG,NSE
20367,758GJ26-SG,NSE
20402,764JK50-SG,NSE
20415,SHEETAL-SM,NSE
20427,888IHFL25F-NC,NSE
2049,CHENNPETRO-EQ,NSE
20445,CIFCZC28-NH,NSE
20453,APCL-EQ,NSE
20546,715GA30-SG,NSE
20551,DOMS-EQ,NSE
20612,850TPL26-N0,NSE
20616,SUPERHOUSE-EQ,NSE
20654,65AP30-SG,NSE
20655,898LTF29-N7,NSE
2071,645RJ27-SG,NSE
20691,87LTF27-NH,NSE
20722,754AS28A-SG,NSE
20724,755GJ31-SG,NSE
20733,763GA33-SG,NSE
20745,758TS41-SG,NSE
20769,957ISFL26-N2,NSE
20799,BHAGYANGR-BE,NSE
20786,80409TCH27-NC,NSE
2085,MAHSCOOTER-EQ,NSE
20860,696HR40-SG,NSE
20877,PSPPROJECT-EQ,NSE
20926,74GJ26-SG,NSE
20984,SCLZC25F-Y5,NSE
21001,PSB-EQ,NSE
21003,SCLZC26F-Y9,NSE
21016,925SCL28B-YC,NSE
21017,FMNL-EQ,NSE
21030,1025SCL33-YJ,NSE
21107,HRHNEXT-SM,NSE
21141,695HP29-SG,NSE
212,ASHOKLEY-EQ,NSE
21152,747GJ28-SG,NSE
21164,774AP36A-SG,NSE
21173,KCEIL-SM,NSE
2125,609RJ26-SG,NSE
21221,9TCAP28-N9,NSE
21236,703HR40-SG,NSE
21239,78NABARD27-N0,NSE
21254,LOWVOLIETF-EQ,NSE
21259,753AS29-SG,NSE
21262,764GJ31-SG,NSE
21288,768JK44-SG,NSE
21334,JYOTICNC-EQ,NSE
21390,649KA30-SG,NSE
21423,MOM100-EQ,NSE
21513,768KA39-SG,NSE
21549,655AP28-SG,NSE
21550,727AS29-SG,NSE
21710,723KA28-SG,NSE
21820,767KA42-SG,NSE
2183,SUNDARMHLD-EQ,NSE
21823,CADSYS-SM,NSE
21856,763GJ33-SG,NSE
21865,769GA34-SG,NSE
21901,655KL30-SG,NSE
21913,684KL30-SG,NSE
21951,HFCL-EQ,NSE
21963,711MP30-SG,NSE
21976,717MP29-SG,NSE
21993,652NL30-SG,NSE
21995,80NL30-SG,NSE
21996,72NL29-SG,NSE
22014,657MZ35-SG,NSE
22019,704MZ30-SG,NSE
22031,722AP28-SG,NSE
22032,722AP31A-SG,NSE
22035,708RJ30-SG,NSE
22048,704RJ30-SG,NSE
22057,697RJ30-SG,NSE
22062,831RJ27-SG,NSE
22072,718RJ30-SG,NSE
22083,710UP30-SG,NSE
22086,765UP30-SG,NSE
22111,66TN30-SG,NSE
22113,669TN50-SG,NSE
22119,705TN26-SG,NSE
22122,673TN30-SG,NSE
22128,670TN50-SG,NSE
22143,705WB30-SG,NSE
22153,729WB29-SG,NSE
22158,759CG30-SG,NSE
22161,718CG27-SG,NSE
22208,735TS30-SG,NSE
22172,69UK30-SG,NSE
22178,655WB30-SG,NSE
22196,726JH27-SG,NSE
22212,717PN30-SG,NSE
22215,722AP31-SG,NSE
22264,649AP33-SG,NSE
2229,MODIRUBBER-EQ,NSE
22294,655AP35-SG,NSE
22332,660AP39-SG,NSE
22333,660AP40-SG,NSE
2236,702HP36-SG,NSE
22342,644MH28-SG,NSE
22370,664KA32-SG,NSE
22375,667TN50-SG,NSE
2241,MODTHREAD-EQ,NSE
2242,705NL31-SG,NSE
22423,TOTAL-EQ,NSE
22451,643UK30-SG,NSE
22455,668AP39-SG,NSE
22468,LAWSIKHO-SM,NSE
22545,CIFC26-NK,NSE
2260,695TN31-SG,NSE
22603,725GJ26-SG,NSE
22612,752AS34-SG,NSE
22620,748MP40-SG,NSE
22624,752AP43-SG,NSE
22680,NDRINVIT-IV,NSE
22692,744CG30-SG,NSE
22722,LICNMID100-EQ,NSE
