symbol,exch_seg,token
TORNTPHARM29MAY252600CE,NFO,134693
TORNTPHARM29MAY252800PE,NFO,134698
TORNTPHARM29MAY253600PE,NFO,134746
TORNTPHARM29MAY253400PE,NFO,134742
RELIANCE26JUN25960PE,NFO,134767
RELIANCE26JUN251280CE,NFO,134798
RELIANCE26JUN251200PE,NFO,134791
RELIANCE26JUN251320CE,NFO,134802
RELIANCE26JUN251180PE,NFO,134789
RELIANCE26JUN251380CE,NFO,134818
RELIANCE26JUN251360PE,NFO,134810
VBL26JUN25550PE,NFO,134917
VBL26JUN25570CE,NFO,134918
VBL31JUL25440PE,NFO,134945
VBL31JUL25560CE,NFO,134956
VBL31JUL25580PE,NFO,134977
RELIANCE26JUN251460CE,NFO,134980
VEDL31JUL25340CE,NFO,135036
VEDL31JUL25360CE,NFO,135041
VEDL26JUN25430PE,NFO,135013
VEDL26JUN25410CE,NFO,135010
TCS29MAY252960PE,NFO,143487
TATATECH26JUN25800PE,NFO,143234
TATATECH26JUN25860PE,NFO,143240
TATATECH26JUN25720PE,NFO,143226
RELIANCE26JUN251500PE,NFO,135052
RELIANCE26JUN251600PE,NFO,135066
RELIANCE26JUN251580PE,NFO,135061
VEDL31JUL25480CE,NFO,135158
TCS29MAY253180CE,NFO,143504
TCS29MAY253140PE,NFO,143501
TCS29MAY253320CE,NFO,143514
TCS29MAY253340CE,NFO,143516
TCS29MAY253580PE,NFO,143537
TCS29MAY253620CE,NFO,143538
TCS29MAY253620PE,NFO,143539
TCS29MAY253540CE,NFO,143532
SAIL29MAY2597.5PE,NFO,135161
SAIL29MAY25102.5PE,NFO,135170
SAIL26JUN2580PE,NFO,135204
SAIL26JUN25110CE,NFO,135217
TCS29MAY254120CE,NFO,143578
TCS26JUN253000CE,NFO,143754
TCS26JUN253240CE,NFO,143766
TCS26JUN253280PE,NFO,143769
SAIL26JUN25115PE,NFO,135248
SAIL26JUN25130PE,NFO,135254
SAIL26JUN25125CE,NFO,135251
VOLTAS26JUN251380PE,NFO,135293
TCS26JUN253400CE,NFO,143774
TCS26JUN253320CE,NFO,143770
TCS26JUN253360CE,NFO,143772
TCS26JUN253560PE,NFO,143783
VOLTAS31JUL25960PE,NFO,135449
VOLTAS31JUL251320PE,NFO,135467
VOLTAS31JUL251400CE,NFO,135470
VOLTAS26JUN251420CE,NFO,135294
TCS26JUN253680CE,NFO,143788
TCS26JUN253800CE,NFO,143794
TCS26JUN253800PE,NFO,143795
TCS26JUN254040PE,NFO,143811
TECHM29MAY251340PE,NFO,143877
TECHM29MAY251420PE,NFO,143881
TECHM29MAY251460CE,NFO,143882
TCS26JUN254080PE,NFO,143813
TORNTPOWER29MAY251760PE,NFO,135485
SBICARD26JUN251040PE,NFO,135487
WIPRO26JUN25217.5CE,NFO,135560
WIPRO26JUN25232.5PE,NFO,135571
TECHM29MAY251540PE,NFO,143887
TECHM29MAY251580CE,NFO,143888
TECHM26JUN251480PE,NFO,143941
TECHM26JUN251200PE,NFO,143921
WIPRO26JUN25247.5PE,NFO,135587
WIPRO26JUN25257.5PE,NFO,135591
WIPRO26JUN25287.5PE,NFO,135603
WIPRO26JUN25282.5PE,NFO,135601
TECHM26JUN251760PE,NFO,143955
TIINDIA29MAY252850CE,NFO,143998
TIINDIA26JUN253600CE,NFO,144062
TITAGARH29MAY25740CE,NFO,144078
SBILIFE29MAY251500CE,NFO,135698
WIPRO31JUL25210PE,NFO,135746
SBILIFE29MAY251620CE,NFO,135704
SBILIFE29MAY251540CE,NFO,135700
TITAGARH29MAY25900CE,NFO,144086
TITAGARH26JUN25600CE,NFO,144105
TITAGARH26JUN25600PE,NFO,144106
TITAGARH26JUN25800PE,NFO,144116
WIPRO31JUL25215PE,NFO,135748
WIPRO31JUL25235CE,NFO,135784
WIPRO31JUL25240CE,NFO,135786
WIPRO31JUL25225PE,NFO,135781
TITAGARH26JUN25840CE,NFO,144117
TITAGARH26JUN25960PE,NFO,144124
TITAGARH26JUN251000PE,NFO,144126
TITAGARH26JUN251040PE,NFO,144128
TITAN29MAY252640PE,NFO,144393
TITAN29MAY253480CE,NFO,144468
TITAN29MAY253620PE,NFO,144479
TITAN29MAY252840CE,NFO,144408
TRENT29MAY255000PE,NFO,135798
TRENT29MAY255200CE,NFO,135799
TRENT29MAY255000CE,NFO,135790
TRENT29MAY255600PE,NFO,135804
TITAN29MAY253880PE,NFO,144497
TITAN26JUN252960PE,NFO,144571
TITAN26JUN253440CE,NFO,144594
TITAN26JUN253640PE,NFO,144605
WIPRO31JUL25300CE,NFO,135833
WIPRO31JUL25290PE,NFO,135830
YESBANK26JUN2521CE,NFO,135889
WIPRO31JUL25265PE,NFO,135820
TITAN26JUN253680CE,NFO,144606
TORNTPHARM29MAY253250PE,NFO,144768
TORNTPHARM26JUN252700PE,NFO,144837
TORNTPHARM26JUN252900CE,NFO,144840
SBILIFE26JUN251840CE,NFO,136043
YESBANK31JUL2518CE,NFO,135944
YESBANK31JUL2526PE,NFO,135953
SBILIFE26JUN251680PE,NFO,136005
TORNTPHARM26JUN253700CE,NFO,144856
TORNTPHARM26JUN253500CE,NFO,144852
TORNTPOWER29MAY251260PE,NFO,144879
TORNTPOWER29MAY251460PE,NFO,144889
SBIN29MAY25830PE,NFO,136218
TORNTPOWER29MAY251580CE,NFO,144894
TORNTPOWER26JUN251520CE,NFO,144938
TORNTPOWER26JUN251560PE,NFO,144941
TORNTPOWER26JUN251160CE,NFO,144920
SBILIFE26JUN251880CE,NFO,136045
ZYDUSLIFE26JUN25770PE,NFO,136078
SBIN29MAY25830CE,NFO,136217
TORNTPOWER26JUN251760PE,NFO,144951
TRENT29MAY255500PE,NFO,144983
TRENT29MAY256100CE,NFO,144988
TRENT26JUN255200CE,NFO,145016
ZYDUSLIFE31JUL25720PE,NFO,136302
TVSMOTOR29MAY252400PE,NFO,136258
TVSMOTOR29MAY252480PE,NFO,136262
TVSMOTOR29MAY252560PE,NFO,136272
TVSMOTOR29MAY252940CE,NFO,145106
TVSMOTOR29MAY252700CE,NFO,145090
TRENT26JUN255800PE,NFO,145023
TRENT26JUN255800CE,NFO,145022
ZYDUSLIFE31JUL25820CE,NFO,136311
ZYDUSLIFE31JUL25900PE,NFO,136320
ZYDUSLIFE31JUL25920CE,NFO,136321
TVSMOTOR29MAY252800PE,NFO,136409
TVSMOTOR26JUN252720CE,NFO,145180
TVSMOTOR29MAY253060CE,NFO,145112
ULTRACEMCO29MAY2510500CE,NFO,145236
ULTRACEMCO29MAY2510700CE,NFO,145238
SBIN26JUN25780CE,NFO,136431
SBIN26JUN25820CE,NFO,136445
TVSMOTOR29MAY252920CE,NFO,136427
SBIN26JUN25740PE,NFO,136421
ULTRACEMCO29MAY2511500CE,NFO,145246
ULTRACEMCO29MAY2511700PE,NFO,145249
ULTRACEMCO29MAY2512300PE,NFO,145267
ULTRACEMCO29MAY2512700PE,NFO,145271
ULTRACEMCO26JUN2510000PE,NFO,145336
ULTRACEMCO26JUN2511200PE,NFO,145348
ULTRACEMCO26JUN2513200PE,NFO,145368
UNIONBANK29MAY25107.5CE,NFO,145445
SHREECEM29MAY2528250PE,NFO,136573
SHREECEM29MAY2530250PE,NFO,136587
SHREECEM29MAY2530750CE,NFO,136588
SHREECEM26JUN2525000CE,NFO,136740
UNIONBANK29MAY25122.5CE,NFO,145453
UNIONBANK26JUN25105CE,NFO,145499
UNIONBANK26JUN25115PE,NFO,145504
UNIONBANK26JUN25110PE,NFO,145502
SHREECEM26JUN2526000PE,NFO,136745
SHREECEM26JUN2530500CE,NFO,136874
SHREECEM26JUN2533000CE,NFO,136944
SHREECEM26JUN2535000PE,NFO,136962
UNIONBANK26JUN25125CE,NFO,145509
UNIONBANK26JUN25130PE,NFO,145512
UNITDSPR26JUN251480CE,NFO,145609
UNITDSPR26JUN251520CE,NFO,145611
ULTRACEMCO29MAY2511200PE,NFO,137038
SHREECEM26JUN2535500PE,NFO,137076
ULTRACEMCO29MAY2510000CE,NFO,137008
ULTRACEMCO29MAY2511400CE,NFO,137105
UNITDSPR26JUN251720CE,NFO,145621
UPL26JUN25600PE,NFO,145706
UPL26JUN25540PE,NFO,145700
UPL26JUN25780CE,NFO,145723
VBL29MAY25430CE,NFO,145737
VBL29MAY25510CE,NFO,145745
VBL29MAY25510PE,NFO,145746
VBL29MAY25550PE,NFO,145750
SHRIRAMFIN29MAY25530PE,NFO,137190
ULTRACEMCO29MAY2513200CE,NFO,137129
SHRIRAMFIN29MAY25730CE,NFO,137285
SHRIRAMFIN29MAY25730PE,NFO,137286
VBL26JUN25480CE,NFO,145785
VBL26JUN25480PE,NFO,145786
VBL26JUN25600CE,NFO,145797
VBL26JUN25540CE,NFO,145791
SHRIRAMFIN26JUN25700PE,NFO,137366
SHRIRAMFIN26JUN25500PE,NFO,137312
SJVN29MAY2586PE,NFO,138134
SJVN29MAY2594CE,NFO,138182
VEDL26JUN25320PE,NFO,145846
VEDL26JUN25340PE,NFO,145848
VEDL29MAY25350CE,NFO,145813
VEDL29MAY25370CE,NFO,145815
SJVN26JUN2586CE,NFO,138383
SJVN29MAY25103CE,NFO,138196
SJVN29MAY25118CE,NFO,138266
SJVN29MAY25117CE,NFO,138219
SJVN26JUN2592PE,NFO,138454
UNITDSPR29MAY251280PE,NFO,138417
SJVN26JUN25112PE,NFO,138522
VOLTAS26JUN251040CE,NFO,145986
VOLTAS26JUN251200PE,NFO,145995
VOLTAS29MAY251500PE,NFO,145910
VOLTAS26JUN251440PE,NFO,146007
UNITDSPR29MAY251680CE,NFO,138471
WIPRO29MAY25247.5PE,NFO,146134
WIPRO29MAY25282.5CE,NFO,146159
WIPRO29MAY25287.5CE,NFO,146161
WIPRO29MAY25237.5CE,NFO,146125
SJVN26JUN25116CE,NFO,138525
SOLARINDS29MAY2511250PE,NFO,138635
SOLARINDS29MAY2510500PE,NFO,138631
SOLARINDS29MAY2512500CE,NFO,138642
WIPRO26JUN25275CE,NFO,146233
WIPRO26JUN25285PE,NFO,146238
YESBANK29MAY2519CE,NFO,146283
WIPRO26JUN25240CE,NFO,146219
SOLARINDS29MAY2512750CE,NFO,138652
SOLARINDS29MAY2513750CE,NFO,138670
SOLARINDS26JUN2511500CE,NFO,138807
SOLARINDS26JUN2511500PE,NFO,138808
ETERNAL26JUN25210CE,NFO,146378
ETERNAL26JUN25260PE,NFO,146389
ETERNAL26JUN25230CE,NFO,146382
YESBANK26JUN2520CE,NFO,146309
ZYDUSLIFE29MAY25770CE,NFO,146418
ZYDUSLIFE29MAY25810CE,NFO,146422
ZYDUSLIFE26JUN25740PE,NFO,146533
ZYDUSLIFE26JUN25880CE,NFO,146546
SOLARINDS26JUN2512500PE,NFO,138824
UPL29MAY25620CE,NFO,138923
UPL29MAY25640CE,NFO,138925
UPL29MAY25660PE,NFO,138928
ZYDUSLIFE26JUN25960CE,NFO,146554
ZYDUSLIFE26JUN25960PE,NFO,146555
ZYDUSLIFE26JUN25920CE,NFO,146550
ZYDUSLIFE26JUN251040PE,NFO,146637
SONACOMS29MAY25350CE,NFO,138954
SRF29MAY252450PE,NFO,139343
SRF29MAY252950CE,NFO,139435
SONACOMS26JUN25580CE,NFO,139158
ABCAPITAL31JUL25245PE,NFO,35185
BSE29MAY256100CE,NFO,35238
BSE26JUN257000PE,NFO,35257
ZYDUSLIFE26JUN251060PE,NFO,146639
HCLTECH29MAY251140PE,NFO,35369
ADANIENSOL26JUN25700PE,NFO,35436
ADANIENT29MAY252840CE,NFO,35445
CHAMBLFERT29MAY25810CE,NFO,35283
SRF29MAY253350PE,NFO,139448
VBL29MAY25520PE,NFO,139557
VBL29MAY25620CE,NFO,139572
VBL29MAY25440PE,NFO,139527
ADANIENT29MAY252840PE,NFO,35448
AMBUJACEM29MAY25650PE,NFO,35649
MOTHERSON29MAY2592.5PE,NFO,35685
BEL26JUN25395CE,NFO,35743
VEDL29MAY25400CE,NFO,139759
VEDL29MAY25320PE,NFO,139752
VEDL29MAY25460CE,NFO,139765
SRF26JUN252500PE,NFO,139713
SOLARINDS29MAY2514250CE,NFO,35866
SIEMENS26JUN253400PE,NFO,35862
BEL29MAY25350CE,NFO,35931
TATACONSUM26JUN251300PE,NFO,35913
VOLTAS29MAY251760CE,NFO,140075
VOLTAS29MAY251640PE,NFO,140070
SUNPHARMA29MAY251380PE,NFO,140189
SUNPHARMA29MAY251540CE,NFO,140196
DMART29MAY254700PE,NFO,36392
DELHIVERY29MAY25335CE,NFO,36435
DELHIVERY29MAY25335PE,NFO,36436
GRASIM29MAY253080PE,NFO,36560
WIPRO29MAY25215CE,NFO,140277
WIPRO29MAY25215PE,NFO,140278
SUNPHARMA29MAY251580PE,NFO,140224
SUNPHARMA29MAY251700CE,NFO,140229
NIFTY24DEC2519500CE,NFO,36688
HAL29MAY255800CE,NFO,36783
INDUSTOWER29MAY25445CE,NFO,36813
INDUSTOWER29MAY25445PE,NFO,36814
AUBANK29MAY25750CE,NFO,36856
HAL26JUN255450CE,NFO,36868
HAL31JUL255300CE,NFO,36878
INDUSTOWER26JUN25430PE,NFO,36824
SUNPHARMA26JUN251440PE,NFO,140489
WIPRO29MAY25240PE,NFO,140288
WIPRO29MAY25255CE,NFO,140293
WIPRO29MAY25265CE,NFO,140297
IEX26JUN25225PE,NFO,37857
NIFTY26JUN2523000CE,NFO,37749
DIXON29MAY2517250PE,NFO,37764
IEX26JUN25225CE,NFO,37856
YESBANK29MAY2518PE,NFO,140560
ETERNAL29MAY25190CE,NFO,140683
SUNPHARMA26JUN251760PE,NFO,140606
SUNPHARMA26JUN251880CE,NFO,140624
INDUSINDBK29MAY25910PE,NFO,37899
NBCC29MAY25123PE,NFO,38073
NBCC31JUL25122PE,NFO,38089
MRF29MAY25132500PE,NFO,38020
NCC29MAY25267.5PE,NFO,38099
NIFTY26JUN2529000CE,NFO,38150
NIFTY30DEC2729000PE,NFO,38165
TCS29MAY252820PE,NFO,38213
ETERNAL29MAY25210PE,NFO,140688
ETERNAL29MAY25250PE,NFO,140768
ETERNAL29MAY25260PE,NFO,140770
ETERNAL29MAY25270CE,NFO,140771
NIFTY26JUN2520000PE,NFO,38375
IIFL29MAY25465PE,NFO,38587
IIFL26JUN25465CE,NFO,38588
LTF29MAY25185PE,NFO,38225
ZYDUSLIFE29MAY25700PE,NFO,140934
ZYDUSLIFE29MAY25720CE,NFO,140935
ZYDUSLIFE29MAY251040PE,NFO,141030
SUPREMEIND29MAY253050PE,NFO,141122
AUBANK29MAY25695CE,NFO,38864
AUBANK29MAY25705PE,NFO,38867
CDSL29MAY251540CE,NFO,38992
IDFCFIRSTB29MAY2575CE,NFO,39212
SUPREMEIND29MAY253350PE,NFO,141135
SUPREMEIND29MAY253450CE,NFO,141136
SUPREMEIND29MAY253300CE,NFO,141130
SUPREMEIND29MAY253950CE,NFO,141152
PIDILITIND29MAY253400CE,NFO,39364
NBCC29MAY25120PE,NFO,39431
DELHIVERY29MAY25385CE,NFO,39559
HAL29MAY255550PE,NFO,39632
SUPREMEIND29MAY254100PE,NFO,141157
SUPREMEIND29MAY254150CE,NFO,141158
SUPREMEIND26JUN253000PE,NFO,141230
SUPREMEIND26JUN253400CE,NFO,141240
HAL31JUL255500PE,NFO,39654
JSL29MAY25750PE,NFO,39712
NIFTY25JUN2619000PE,NFO,39990
NIFTY05JUN2522300PE,NFO,40348
SUPREMEIND26JUN254400PE,NFO,141261
NIFTY05JUN2523050CE,NFO,40391
NIFTY05JUN2523300PE,NFO,40406
NIFTY05JUN2523500PE,NFO,40414
NIFTY05JUN2523700PE,NFO,40424
SUPREMEIND26JUN254100PE,NFO,141255
SUPREMEIND26JUN254200CE,NFO,141256
SUPREMEIND26JUN254300CE,NFO,141258
SYNGENE29MAY25810CE,NFO,141336
SYNGENE26JUN25580CE,NFO,141368
SYNGENE29MAY25590CE,NFO,141278
SYNGENE29MAY25610CE,NFO,141280
NIFTY05JUN2524150PE,NFO,40442
NIFTY05JUN2524350PE,NFO,40458
NIFTY05JUN2524650CE,NFO,40473
NIFTY05JUN2524800PE,NFO,40482
NIFTY05JUN2526100CE,NFO,40543
NIFTY05JUN2526100PE,NFO,40544
CHOLAFIN29MAY251800PE,NFO,40518
NIFTY05JUN2525700CE,NFO,40527
SYNGENE26JUN25660CE,NFO,141413
SYNGENE26JUN25720PE,NFO,141426
TATACHEM29MAY25740CE,NFO,141630
TATACHEM29MAY25750CE,NFO,141632
NIFTY05JUN2526550CE,NFO,40568
NIFTY05JUN2526750CE,NFO,40577
NIFTY05JUN2526800CE,NFO,40579
NIFTY05JUN2526650CE,NFO,40572
TATACHEM29MAY25910PE,NFO,141657
TATACHEM29MAY25930PE,NFO,141659
TATACHEM29MAY25870PE,NFO,141651
TATACHEM29MAY25940PE,NFO,141661
ESCORTS29MAY253900PE,NFO,40618
ICICIBANK29MAY251580PE,NFO,40791
SIEMENS29MAY253300PE,NFO,41432
MIDCPNIFTY29MAY2513325PE,NFO,41464
NIFTYNXT5029MAY2570900CE,NFO,41483
NIFTYNXT5029MAY2571400CE,NFO,41493
NIFTYNXT5029MAY2571400PE,NFO,41494
SIEMENS26JUN252000PE,NFO,41540
TATACHEM26JUN25820CE,NFO,141770
TATACHEM26JUN25920CE,NFO,141780
TATACOMM26JUN251320PE,NFO,141909
TATACOMM26JUN251400PE,NFO,141913
SIEMENS26JUN252400PE,NFO,41544
SIEMENS26JUN252600PE,NFO,41548
TCS29MAY252660PE,NFO,41778
BEL29MAY25400CE,NFO,41819
NCC29MAY25272.5PE,NFO,43023
HDFCAMC29MAY255300PE,NFO,42338
IIFL29MAY25440PE,NFO,42473
HINDPETRO29MAY25450PE,NFO,42420
TATACOMM26JUN251760CE,NFO,141931
TATACOMM26JUN251440PE,NFO,141915
TATACOMM26JUN251520CE,NFO,141919
TATACOMM26JUN251720CE,NFO,141929
POONAWALLA29MAY25410PE,NFO,43262
GODREJCP29MAY251380PE,NFO,44497
IEX29MAY25225PE,NFO,44592
IIFL29MAY25410PE,NFO,44608
TATACOMM26JUN251880PE,NFO,141938
TATACONSUM29MAY251170CE,NFO,142098
TATACONSUM29MAY251230PE,NFO,142105
TATACONSUM26JUN25980CE,NFO,142255
NIFTY12JUN2522900PE,NFO,44751
NIFTY12JUN2522250PE,NFO,44719
NIFTY12JUN2522450CE,NFO,44726
NIFTY12JUN2522500CE,NFO,44728
TATACONSUM26JUN251020CE,NFO,142259
TATACONSUM26JUN251080CE,NFO,142265
TATACONSUM26JUN251100CE,NFO,142267
TATACONSUM26JUN251040CE,NFO,142261
NIFTY12JUN2523050PE,NFO,44761
NIFTY12JUN2523350PE,NFO,44773
NIFTY12JUN2523400PE,NFO,44775
NIFTY12JUN2523650CE,NFO,44788
TATAELXSI29MAY254300CE,NFO,142449
TATAELXSI29MAY254700PE,NFO,142462
TATAELXSI29MAY255050CE,NFO,142471
TATACONSUM26JUN251240CE,NFO,142281
NIFTY12JUN2524500CE,NFO,44836
NYKAA29MAY25215PE,NFO,44831
NIFTY12JUN2525250PE,NFO,44879
NIFTY12JUN2523900CE,NFO,44808
TATAELXSI29MAY255450CE,NFO,142483
TATAELXSI29MAY255650CE,NFO,142489
TATAELXSI29MAY255700CE,NFO,142491
TATAELXSI29MAY256100CE,NFO,142503
NIFTY12JUN2525300CE,NFO,44880
NIFTY12JUN2525600CE,NFO,44896
NIFTY12JUN2525900CE,NFO,44908
NIFTY12JUN2526000PE,NFO,44913
NIFTY12JUN2526550PE,NFO,44937
TATAELXSI29MAY256750PE,NFO,142534
TATAELXSI29MAY256900CE,NFO,142537
TATAELXSI26JUN254700PE,NFO,142578
TATAELXSI29MAY256300CE,NFO,142517
NIFTY12JUN2526450CE,NFO,44932
NIFTY12JUN2526400PE,NFO,44929
NIFTY12JUN2526250CE,NFO,44922
OFSS29MAY257600CE,NFO,45568
OFSS29MAY258800PE,NFO,45615
OFSS29MAY259000CE,NFO,45618
OFSS29MAY259000PE,NFO,45619
TATAMOTORS29MAY25590CE,NFO,142669
TATAMOTORS29MAY25610PE,NFO,142672
TATAELXSI26JUN255600PE,NFO,142620
TATAELXSI26JUN255700CE,NFO,142621
OFSS29MAY259600CE,NFO,45630
OFSS29MAY259400CE,NFO,45626
OFSS29MAY259100PE,NFO,45621
PIDILITIND29MAY253480CE,NFO,45749
TATAMOTORS29MAY25690CE,NFO,142679
TATAMOTORS26JUN25580CE,NFO,142811
TATAMOTORS26JUN25720PE,NFO,142828
TATAMOTORS26JUN25640PE,NFO,142820
HAL29MAY255400CE,NFO,45872
OFSS26JUN258100CE,NFO,45820
OFSS26JUN258100PE,NFO,45821
GRASIM29MAY253160CE,NFO,45822
TATAPOWER29MAY25285PE,NFO,142846
TATAPOWER29MAY25375CE,NFO,142863
TATAPOWER29MAY25405PE,NFO,142870
TATAPOWER26JUN25320PE,NFO,142914
OFSS26JUN259200CE,NFO,45935
OFSS26JUN259000PE,NFO,45931
OFSS26JUN259100CE,NFO,45932
OFSS26JUN258900PE,NFO,45918
OFSS31JUL257400CE,NFO,46330
OFSS31JUL259000CE,NFO,46406
HDFCLIFE29MAY25820CE,NFO,46570
OFSS26JUN259600CE,NFO,46028
TATAPOWER26JUN25370CE,NFO,142923
TATAPOWER26JUN25380CE,NFO,142925
TATAPOWER26JUN25350PE,NFO,142920
TATAPOWER26JUN25360PE,NFO,142922
HDFCLIFE29MAY25820PE,NFO,46573
NBCC26JUN25110CE,NFO,46777
BANKNIFTY26JUN2540500PE,NFO,47354
MFSL29MAY251500PE,NFO,47294
TATASTEEL29MAY25132.5PE,NFO,143048
TATASTEEL29MAY25137.5CE,NFO,143051
TATASTEEL29MAY25137.5PE,NFO,143052
TATASTEEL29MAY25155CE,NFO,143061
MRF29MAY25138500PE,NFO,47359
RBLBANK29MAY25227.5CE,NFO,47478
RELIANCE29MAY251620PE,NFO,47589
SOLARINDS29MAY2514750PE,NFO,47505
AARTIIND29MAY25525PE,NFO,47684
BANKNIFTY26JUN2546500PE,NFO,48307
BANKNIFTY26JUN2549500CE,NFO,48314
DELHIVERY26JUN25395CE,NFO,48667
TATASTEEL29MAY25157.5CE,NFO,143063
TATASTEEL29MAY25162.5PE,NFO,143066
TATASTEEL26JUN25130CE,NFO,143119
TATASTEEL26JUN25140CE,NFO,143123
ICICIBANK29MAY251620CE,NFO,48702
NIFTY22MAY2522200CE,NFO,49083
NIFTY22MAY2522500PE,NFO,49098
NIFTY22MAY2522650PE,NFO,49106
TATASTEEL26JUN25160PE,NFO,143132
TATASTEEL26JUN25185PE,NFO,143142
TATATECH29MAY25630PE,NFO,143166
TATATECH29MAY25650CE,NFO,143167
NIFTY22MAY2523250CE,NFO,49135
NIFTY22MAY2523650CE,NFO,49156
NIFTY22MAY2522750PE,NFO,49110
NIFTY22MAY2522800CE,NFO,49111
TATATECH29MAY25670CE,NFO,143169
TATATECH29MAY25710PE,NFO,143174
TATATECH29MAY25690CE,NFO,143171
TATATECH29MAY25770CE,NFO,143185
NIFTY22MAY2523650PE,NFO,49157
NIFTY24DEC2516000CE,NFO,49177
NIFTY22MAY2524100PE,NFO,49187
NIFTY22MAY2524250CE,NFO,49194
TCS29MAY252640PE,NFO,143471
TATATECH29MAY25810PE,NFO,143190
TATATECH26JUN25560CE,NFO,143209
TATATECH26JUN25740PE,NFO,143228
NIFTY22MAY2524300CE,NFO,49196
NIFTY22MAY2524550CE,NFO,49208
NIFTY22MAY2524650PE,NFO,49213
NIFTY22MAY2524750PE,NFO,49217
NIFTY22MAY2525800CE,NFO,49316
NIFTY22MAY2525000CE,NFO,49245
NIFTY22MAY2525100PE,NFO,49261
NIFTY22MAY2524800CE,NFO,49224
TCS29MAY252840PE,NFO,143479
TCS29MAY252960CE,NFO,143486
TCS29MAY253060PE,NFO,143495
TCS29MAY253380PE,NFO,143521
NIFTY22MAY2526500PE,NFO,49355
NIFTY22MAY2526450CE,NFO,49352
NIFTY22MAY2526800CE,NFO,49369
NIFTY22MAY2525900PE,NFO,49322
TCS29MAY254080PE,NFO,143577
TCS29MAY254120PE,NFO,143579
TCS29MAY253440PE,NFO,143525
TCS26JUN253280CE,NFO,143768
NIFTY22MAY2526800PE,NFO,49370
AUBANK29MAY25735PE,NFO,49625
DELHIVERY29MAY25355PE,NFO,49747
DELHIVERY29MAY25400PE,NFO,49749
MRF29MAY25144500CE,NFO,50061
M&MFIN29MAY25235CE,NFO,50084
NBCC26JUN25122PE,NFO,50081
JIOFIN26JUN25305PE,NFO,50021
M&MFIN29MAY25260CE,NFO,50096
M&MFIN29MAY25245CE,NFO,50090
M&MFIN29MAY25290CE,NFO,50110
M&MFIN29MAY25310PE,NFO,50123
SBILIFE26JUN251960CE,NFO,50144
IIFL29MAY25460PE,NFO,50184
TITAN26JUN254040PE,NFO,50197
M&MFIN26JUN25220PE,NFO,50191
M&MFIN29MAY25285PE,NFO,50109
M&MFIN29MAY25300PE,NFO,50115
M&MFIN29MAY25310CE,NFO,50122
M&MFIN26JUN25230CE,NFO,50200
M&MFIN26JUN25265CE,NFO,50239
BSE29MAY256600PE,NFO,50244
M&MFIN26JUN25300PE,NFO,50267
M&MFIN26JUN25290CE,NFO,50260
BSE29MAY257500CE,NFO,50367
BSE29MAY255750PE,NFO,50360
BSE29MAY258250PE,NFO,50374
BSE29MAY258500CE,NFO,50375
BSE26JUN258000PE,NFO,50401
NIFTY19JUN2523800PE,NFO,50944
NIFTY19JUN2524050CE,NFO,50959
NIFTY19JUN2523900PE,NFO,50952
NIFTY19JUN2524150CE,NFO,50963
NIFTY19JUN2524250PE,NFO,50968
NIFTY26JUN2527000CE,NFO,50969
NIFTY19JUN2524050PE,NFO,50960
NIFTY24DEC2527000CE,NFO,50971
NIFTY24DEC2527000PE,NFO,50972
NIFTY24JUN2727000PE,NFO,50984
NIFTY19JUN2524700PE,NFO,50998
NIFTY19JUN2525600PE,NFO,51038
NIFTY19JUN2525950CE,NFO,51053
NIFTY19JUN2525050PE,NFO,51014
NIFTY19JUN2525400CE,NFO,51027
IIFL26JUN25450CE,NFO,51668
IIFL29MAY25455PE,NFO,51661
NIFTY19JUN2526200PE,NFO,51064
NIFTY19JUN2526450PE,NFO,51076
IIFL26JUN25450PE,NFO,51671
MRF29MAY25145500CE,NFO,51924
ABCAPITAL29MAY25235CE,NFO,52331
TITAGARH26JUN251060CE,NFO,52170
TVSMOTOR29MAY253080CE,NFO,53138
NIFTY31JUL25FUT,NFO,53216
GODREJCP29MAY251460PE,NFO,52471
AUBANK26JUN25790CE,NFO,52631
ANGELONE31JUL25FUT,NFO,53236
BALKRISIND31JUL25FUT,NFO,53254
BHEL31JUL25FUT,NFO,53261
CGPOWER31JUL25FUT,NFO,53276
GLENMARK31JUL25FUT,NFO,53306
DRREDDY31JUL25FUT,NFO,53300
HDFCAMC31JUL25FUT,NFO,53315
COLPAL31JUL25FUT,NFO,53284
IRB31JUL25FUT,NFO,53346
LICI31JUL25FUT,NFO,53373
LT31JUL25FUT,NFO,53375
HINDUNILVR31JUL25FUT,NFO,53324
TCS26JUN253520PE,NFO,143781
TECHM29MAY251260PE,NFO,143861
TECHM29MAY251380PE,NFO,143879
TCS26JUN254120PE,NFO,143815
LUPIN31JUL25FUT,NFO,53378
NCC31JUL25FUT,NFO,53394
NMDC31JUL25FUT,NFO,53397
ONGC31JUL25FUT,NFO,53405
SHRIRAMFIN31JUL25FUT,NFO,53435
SBICARD31JUL25FUT,NFO,53431
PAYTM31JUL25FUT,NFO,53408
PRESTIGE31JUL25FUT,NFO,53426
TECHM29MAY251580PE,NFO,143889
TECHM29MAY251780CE,NFO,143898
TECHM29MAY251660CE,NFO,143892
TECHM26JUN251800CE,NFO,143956
SYNGENE31JUL25FUT,NFO,53443
TATAELXSI31JUL25FUT,NFO,53451
