symbol,token,exch_seg
SONACOMS28OCT25350PE,119607,NFO
SONACOMS28OCT25490PE,119625,NFO
POWERGRID28OCT25280PE,119668,NFO
POWERGRID28OCT25290CE,119669,NFO
POWERGRID28OCT25300PE,119674,NFO
SONACOMS25NOV25460CE,119756,NFO
INDUSINDBK30DEC25680CE,119784,NFO
INDUSINDBK30DEC25800CE,119799,NFO
INDUSINDBK30DEC25820CE,119801,NFO
SRF28OCT252650CE,119833,NFO
PPLPHARMA28OCT25160PE,119859,NFO
PPLPHARMA28OCT25170CE,119860,NFO
SRF28OCT253250CE,119877,NFO
PPLPHARMA28OCT25230CE,119881,NFO
SRF25NOV252500CE,119913,NFO
INDUSTOWER25NOV25355PE,120059,NFO
INDUSTOWER25NOV25385CE,120064,NFO
PRESTIGE28OCT251480CE,120092,NFO
PRESTIGE28OCT251680PE,120116,NFO
SUNPHARMA28OCT251460PE,120180,NFO
SUNPHARMA28OCT251620PE,120188,NFO
SUNPHARMA25NOV251560PE,120340,NFO
SUNPHARMA25NOV251640CE,120343,NFO
SUNPHARMA25NOV251720CE,120349,NFO
SUNPHARMA25NOV251760PE,120352,NFO
SUNPHARMA25NOV251840PE,120356,NFO
INDUSTOWER30DEC25370PE,120390,NFO
RBLBANK28OCT25270PE,120395,NFO
SUNPHARMA25NOV251800PE,120354,NFO
INDUSTOWER30DEC25390PE,120404,NFO
RBLBANK28OCT25320CE,120406,NFO
INFY25NOV251300CE,120481,NFO
SUPREMEIND28OCT254100CE,120494,NFO
SUPREMEIND28OCT254300CE,120496,NFO
SUPREMEIND28OCT254300PE,120497,NFO
SUPREMEIND25NOV254200CE,120539,NFO
RECLTD28OCT25300CE,120554,NFO
RECLTD28OCT25440PE,120570,NFO
INFY25NOV251420PE,120584,NFO
INFY25NOV251460CE,120587,NFO
SUPREMEIND25NOV254600PE,120610,NFO
INFY25NOV251540PE,120614,NFO
SUPREMEIND25NOV254800PE,120616,NFO
INFY25NOV251620PE,120619,NFO
SUZLON28OCT2553PE,120791,NFO
RELIANCE28OCT251160PE,120862,NFO
SUZLON25NOV2544CE,120874,NFO
RELIANCE28OCT251200CE,120880,NFO
SUZLON28OCT2559CE,120838,NFO
RELIANCE28OCT251200PE,120892,NFO
INFY30DEC251200CE,120897,NFO
RELIANCE28OCT251220CE,120913,NFO
INFY30DEC251600CE,120932,NFO
SUZLON25NOV2562CE,120940,NFO
SUZLON25NOV2564PE,120943,NFO
RELIANCE28OCT251300PE,120954,NFO
RELIANCE28OCT251460CE,121000,NFO
RELIANCE28OCT251540CE,121008,NFO
INFY30DEC251760PE,121013,NFO
INOXWIND28OCT25147.5PE,121080,NFO
INOXWIND28OCT25157.5CE,121085,NFO
INOXWIND25NOV25125PE,121215,NFO
INOXWIND25NOV25132.5PE,121219,NFO
SYNGENE25NOV25640CE,121313,NFO
RVNL28OCT25300PE,121331,NFO
RVNL28OCT25360CE,121339,NFO
RVNL28OCT25360PE,121373,NFO
INOXWIND30DEC25160PE,121395,NFO
SAIL28OCT25100PE,121535,NFO
SAIL28OCT25110CE,121538,NFO
SAIL28OCT25140CE,121555,NFO
SAIL28OCT25145CE,121557,NFO
TATACONSUM28OCT251010PE,121573,NFO
TATACONSUM28OCT251070PE,121579,NFO
TATACONSUM28OCT251250PE,121640,NFO
TATACONSUM25NOV251120CE,121798,NFO
TATACONSUM25NOV251080CE,121790,NFO
TATACONSUM25NOV251160CE,121804,NFO
TATACONSUM25NOV251220CE,121867,NFO
SBICARD28OCT251000PE,121899,NFO
SBICARD28OCT251040CE,121902,NFO
IOC28OCT25148PE,122072,NFO
TATAELXSI28OCT254700PE,122014,NFO
TATAELXSI28OCT256100CE,122027,NFO
IOC28OCT25146PE,122057,NFO
IOC28OCT25154PE,122082,NFO
IOC28OCT25156CE,122083,NFO
IOC28OCT25159CE,122088,NFO
IOC28OCT25159PE,122101,NFO
TATAELXSI25NOV256000CE,122160,NFO
TATAMOTORS28OCT25670CE,122202,NFO
TATAMOTORS28OCT25690PE,122205,NFO
TATAMOTORS28OCT25710CE,122206,NFO
TATAMOTORS28OCT25730PE,122209,NFO
SBILIFE28OCT251480CE,122303,NFO
IOC25NOV25136CE,122383,NFO
IOC25NOV25141PE,122392,NFO
SBILIFE28OCT251600CE,122438,NFO
SBILIFE28OCT251600PE,122440,NFO
IOC25NOV25161PE,122484,NFO
TATAMOTORS25NOV25820CE,122526,NFO
TATAMOTORS25NOV25840CE,122528,NFO
SBILIFE28OCT251680CE,122588,NFO
SBILIFE28OCT251760PE,122612,NFO
SBILIFE28OCT251800CE,122613,NFO
SBILIFE28OCT252000PE,122624,NFO
TATAPOWER28OCT25345CE,122634,NFO
TATAPOWER28OCT25395CE,122644,NFO
TATAPOWER25NOV25340CE,122692,NFO
TATAPOWER25NOV25450CE,122715,NFO
IOC30DEC25136CE,122888,NFO
IOC30DEC25140CE,122892,NFO
IOC30DEC25142PE,122895,NFO
IOC30DEC25144PE,122897,NFO
IOC30DEC25146CE,122898,NFO
IOC30DEC25154CE,122918,NFO
IOC30DEC25156PE,122921,NFO
IOC30DEC25160CE,122924,NFO
IOC30DEC25172CE,122950,NFO
IOC30DEC25172PE,122951,NFO
IOC30DEC25176CE,122954,NFO
TATASTEEL28OCT25177.5PE,122987,NFO
SBIN28OCT25680CE,123019,NFO
SBIN28OCT25780PE,123036,NFO
SBIN28OCT25820PE,123040,NFO
SBIN28OCT25840PE,123042,NFO
TATASTEEL25NOV25165CE,123091,NFO
SBIN28OCT25940PE,123060,NFO
TATASTEEL25NOV25150PE,123086,NFO
TATASTEEL25NOV25195PE,123109,NFO
TATASTEEL25NOV25200CE,123111,NFO
TATATECH28OCT25650PE,123194,NFO
TATATECH28OCT25710CE,123199,NFO
TATATECH28OCT25710PE,123200,NFO
TATATECH28OCT25750CE,123203,NFO
TATATECH25NOV25600PE,123248,NFO
TATATECH28OCT25770CE,123205,NFO
TATATECH25NOV25620PE,123250,NFO
TATATECH25NOV25680PE,123256,NFO
TATATECH25NOV25700PE,123258,NFO
TATATECH25NOV25760PE,123264,NFO
SHREECEM28OCT2532000PE,123434,NFO
TCS28OCT252700PE,123372,NFO
SHREECEM28OCT2528000CE,123417,NFO
SHREECEM28OCT2529500CE,123423,NFO
TCS28OCT253260PE,123491,NFO
TCS28OCT253060CE,123478,NFO
TCS28OCT253060PE,123479,NFO
TCS28OCT253220PE,123489,NFO
IRCTC28OCT25705CE,123512,NFO
IRCTC28OCT25775CE,123563,NFO
IRCTC28OCT25675PE,123499,NFO
IRCTC28OCT25755PE,123558,NFO
TCS25NOV252560CE,123671,NFO
TCS28OCT253340CE,123570,NFO
TCS28OCT253420PE,123583,NFO
TCS25NOV252520CE,123669,NFO
TCS25NOV252600CE,123675,NFO
TCS25NOV252880PE,123721,NFO
TCS25NOV252920PE,123723,NFO
IRCTC25NOV25590PE,123743,NFO
TCS25NOV253360PE,123786,NFO
IRCTC25NOV25610CE,123757,NFO
TCS25NOV253240CE,123776,NFO
TCS25NOV253320CE,123783,NFO
SHRIRAMFIN28OCT25720CE,123829,NFO
TCS25NOV253480CE,123791,NFO
SHRIRAMFIN28OCT25640CE,123820,NFO
SHRIRAMFIN28OCT25660CE,123822,NFO
SHRIRAMFIN28OCT25740PE,123834,NFO
IRCTC25NOV25770CE,123914,NFO
IRCTC25NOV25725CE,123894,NFO
IRCTC25NOV25755PE,123908,NFO
IRCTC25NOV25775CE,123916,NFO
TECHM28OCT251380PE,123986,NFO
TECHM28OCT251420CE,123987,NFO
TECHM28OCT251700PE,124002,NFO
SIEMENS28OCT253200CE,124112,NFO
TECHM25NOV251160CE,124095,NFO
TECHM25NOV251160PE,124096,NFO
SIEMENS28OCT253000CE,124108,NFO
TECHM25NOV251640CE,124148,NFO
SIEMENS28OCT253300CE,124114,NFO
TECHM25NOV251240PE,124121,NFO
TECHM25NOV251600CE,124146,NFO
TECHM25NOV251760PE,124157,NFO
TIINDIA28OCT252950PE,124290,NFO
IRCTC30DEC25600PE,124358,NFO
TIINDIA28OCT253450PE,124306,NFO
IRCTC30DEC25640CE,124365,NFO
SOLARINDS28OCT2513000PE,124386,NFO
SOLARINDS28OCT2514000CE,124389,NFO
SOLARINDS28OCT2514500PE,124405,NFO
TITAGARH28OCT25860CE,124546,NFO
SOLARINDS28OCT2516500CE,124412,NFO
IRCTC30DEC25760CE,124420,NFO
SOLARINDS28OCT2517500PE,124453,NFO
SONACOMS28OCT25520CE,124633,NFO
TITAGARH28OCT25860PE,124547,NFO
TITAGARH28OCT25900PE,124549,NFO
SONACOMS28OCT25500PE,124632,NFO
TITAN28OCT253850CE,124755,NFO
IREDA28OCT25162.5CE,124636,NFO
TITAGARH25NOV25720PE,124656,NFO
TITAN28OCT253550PE,124742,NFO
SRF28OCT252700PE,124906,NFO
SRF28OCT252800PE,124908,NFO
SRF28OCT252900PE,124910,NFO
SRF28OCT253400PE,124920,NFO
IREDA25NOV25137.5CE,124924,NFO
IREDA25NOV25145PE,124929,NFO
TITAN25NOV253600PE,124948,NFO
TORNTPHARM28OCT253150CE,125026,NFO
TORNTPHARM25NOV253000PE,125120,NFO
TORNTPHARM28OCT253550CE,125034,NFO
TORNTPHARM28OCT253950PE,125043,NFO
IREDA25NOV25175PE,125114,NFO
IREDA30DEC25145PE,125286,NFO
TORNTPHARM25NOV253800CE,125210,NFO
TORNTPOWER28OCT251220CE,125269,NFO
IREDA30DEC25135CE,125281,NFO
IREDA30DEC25165CE,125295,NFO
IREDA30DEC25170PE,125302,NFO
SUNPHARMA28OCT251560PE,125313,NFO
SUNPHARMA28OCT251600CE,125314,NFO
TORNTPOWER28OCT251380PE,125384,NFO
IRFC28OCT25104PE,125480,NFO
TORNTPOWER25NOV251240PE,125465,NFO
TORNTPOWER25NOV251400PE,125479,NFO
IRFC28OCT25116CE,125510,NFO
IRFC28OCT25118CE,125514,NFO
SUPREMEIND28OCT254200CE,125568,NFO
TRENT28OCT254900CE,125589,NFO
TRENT28OCT255300CE,125608,NFO
IRFC28OCT25129PE,125611,NFO
IRFC28OCT25132PE,125619,NFO
IRFC28OCT25134PE,125623,NFO
IRFC28OCT25139CE,125630,NFO
IRFC28OCT25144CE,125640,NFO
TRENT28OCT256100PE,125643,NFO
TVSMOTOR28OCT253550PE,125897,NFO
IRFC25NOV25129CE,125919,NFO
IRFC25NOV25133PE,125926,NFO
IRFC25NOV25138CE,125955,NFO
TVSMOTOR25NOV253100PE,125960,NFO
TVSMOTOR25NOV253300PE,125965,NFO
IRFC25NOV25142PE,125969,NFO
IRFC30DEC25104PE,126089,NFO
ULTRACEMCO28OCT2511500CE,126094,NFO
ULTRACEMCO28OCT2511700PE,126097,NFO
IRFC30DEC25108PE,126102,NFO
IRFC30DEC25112PE,126106,NFO
IRFC30DEC25114PE,126108,NFO
IRFC30DEC25116PE,126110,NFO
ULTRACEMCO28OCT2511900PE,126132,NFO
IRFC30DEC25140CE,126159,NFO
IRFC30DEC25148PE,126177,NFO
ULTRACEMCO25NOV2510200CE,126294,NFO
ULTRACEMCO25NOV2512200CE,126334,NFO
ITC28OCT25382.5PE,126385,NFO
ULTRACEMCO25NOV2513800PE,126472,NFO
ULTRACEMCO25NOV2514000CE,126475,NFO
SUZLON28OCT2558CE,126552,NFO
UNIONBANK28OCT25132.5PE,126588,NFO
SUZLON28OCT2570PE,126597,NFO
SYNGENE28OCT25720CE,126767,NFO
SYNGENE28OCT25720PE,126772,NFO
UNIONBANK25NOV25115CE,126776,NFO
UNIONBANK25NOV25115PE,126777,NFO
UNITDSPR25NOV251200CE,126948,NFO
UNIONBANK25NOV25160PE,126801,NFO
ITC25NOV25375PE,126869,NFO
UNITDSPR28OCT251260PE,126876,NFO
ITC25NOV25385CE,126962,NFO
ITC25NOV25395CE,126968,NFO
ITC25NOV25407.5CE,126976,NFO
UNITDSPR25NOV251480PE,126981,NFO
ITC25NOV25422.5CE,127007,NFO
UNOMINDA25NOV251320CE,127148,NFO
UNOMINDA25NOV251400PE,127157,NFO
UNOMINDA25NOV251440PE,127165,NFO
ITC30DEC25340PE,127200,NFO
UNOMINDA25NOV251560CE,127245,NFO
UPL28OCT25610CE,127271,NFO
UPL28OCT25650PE,127335,NFO
UPL28OCT25670PE,127337,NFO
ITC30DEC25415CE,127353,NFO
ITC30DEC25430CE,127361,NFO
TATACONSUM28OCT25960PE,127518,NFO
TATACONSUM28OCT251100CE,127531,NFO
TATACONSUM28OCT251140CE,127535,NFO
TATACONSUM28OCT251220PE,127544,NFO
UPL25NOV25800CE,127599,NFO
VBL28OCT25510PE,127725,NFO
TATAELXSI28OCT255200CE,127734,NFO
TATAELXSI28OCT255400CE,127736,NFO
JINDALSTEL25NOV251110CE,127817,NFO
TATAELXSI28OCT256800CE,127831,NFO
VEDL25NOV25400CE,128008,NFO
VEDL25NOV25440PE,128013,NFO
VEDL25NOV25460CE,128014,NFO
VEDL25NOV25480CE,128016,NFO
VOLTAS28OCT251380PE,128080,NFO
VOLTAS28OCT251420PE,128089,NFO
JINDALSTEL30DEC25880PE,128162,NFO
JINDALSTEL30DEC251020PE,128188,NFO
JINDALSTEL30DEC251100PE,128196,NFO
JINDALSTEL30DEC251120PE,128198,NFO
TATAMOTORS28OCT25580PE,128210,NFO
TATAMOTORS28OCT25640CE,128215,NFO
JINDALSTEL30DEC251240CE,128217,NFO
TATAMOTORS28OCT25660PE,128227,NFO
TATAMOTORS28OCT25740CE,128238,NFO
TATAMOTORS28OCT25780CE,128242,NFO
TATAMOTORS28OCT25820PE,128247,NFO
VOLTAS25NOV251200PE,128258,NFO
VOLTAS25NOV251320CE,128263,NFO
JIOFIN25NOV25335CE,128451,NFO
TATAPOWER28OCT25330CE,128497,NFO
TATAPOWER28OCT25340PE,128500,NFO
WIPRO28OCT25222.5PE,128514,NFO
TATAPOWER28OCT25390CE,128517,NFO
TATAPOWER28OCT25390PE,128520,NFO
WIPRO28OCT25232.5PE,128522,NFO
TATAPOWER28OCT25430PE,128535,NFO
TATAPOWER28OCT25460CE,128540,NFO
WIPRO28OCT25272.5PE,128596,NFO
WIPRO28OCT25277.5CE,128597,NFO
WIPRO25NOV25200CE,128658,NFO
TATASTEEL28OCT25150PE,128776,NFO
JIOFIN30DEC25290PE,128816,NFO
JSWENERGY25NOV25490CE,128849,NFO
JSWENERGY25NOV25570PE,128887,NFO
YESBANK28OCT2523PE,128922,NFO
JSWENERGY30DEC25480CE,128993,NFO
ZYDUSLIFE28OCT25930CE,129123,NFO
ZYDUSLIFE28OCT25950CE,129135,NFO
JSWSTEEL25NOV251070PE,129175,NFO
ZYDUSLIFE28OCT251150CE,129204,NFO
TATATECH28OCT25640PE,129245,NFO
TATATECH28OCT25720PE,129263,NFO
TATATECH28OCT25780CE,129268,NFO
TATATECH28OCT25800CE,129271,NFO
TATATECH28OCT25820PE,129282,NFO
ZYDUSLIFE25NOV25920PE,129294,NFO
ZYDUSLIFE25NOV25960CE,129297,NFO
ZYDUSLIFE25NOV251020CE,129317,NFO
ZYDUSLIFE25NOV251060PE,129401,NFO
ZYDUSLIFE25NOV251160CE,129410,NFO
JSWSTEEL30DEC251040CE,129505,NFO
JSWSTEEL30DEC251100PE,129515,NFO
JSWSTEEL30DEC251120PE,129526,NFO
TCS28OCT252440CE,129614,NFO
TCS28OCT252440PE,129615,NFO
TCS28OCT252640PE,129625,NFO
TCS28OCT252720PE,129633,NFO
TCS28OCT252840CE,129640,NFO
TCS28OCT253040PE,129678,NFO
TCS28OCT253080PE,129680,NFO
TCS28OCT253360PE,129701,NFO
TCS28OCT253440CE,129704,NFO
TCS28OCT253480CE,129709,NFO
JUBLFOOD25NOV25610CE,129752,NFO
JUBLFOOD30DEC25680PE,129864,NFO
KALYANKJIL25NOV25430PE,129922,NFO
KALYANKJIL25NOV25450CE,129923,NFO
KALYANKJIL25NOV25470CE,129925,NFO
KALYANKJIL25NOV25490PE,129938,NFO
KALYANKJIL25NOV25530CE,129941,NFO
KALYANKJIL30DEC25480CE,129984,NFO
KALYANKJIL30DEC25480PE,129985,NFO
TECHM28OCT251320CE,130008,NFO
TECHM28OCT251320PE,130009,NFO
TECHM28OCT251400CE,130012,NFO
TECHM28OCT251400PE,130013,NFO
KALYANKJIL30DEC25500PE,130018,NFO
TECHM28OCT251520PE,130021,NFO
TECHM28OCT251600CE,130024,NFO
TECHM28OCT251600PE,130025,NFO
TECHM28OCT251640CE,130026,NFO
TECHM28OCT251640PE,130027,NFO
KALYANKJIL30DEC25540PE,130032,NFO
KAYNES25NOV256300CE,130069,NFO
KAYNES25NOV256300PE,130070,NFO
KAYNES25NOV257500PE,130091,NFO
KAYNES25NOV257700CE,130092,NFO
KAYNES30DEC256000PE,130174,NFO
KAYNES30DEC256600CE,130179,NFO
KAYNES30DEC257000PE,130184,NFO
KAYNES30DEC257800CE,130191,NFO
KEI25NOV253750CE,130257,NFO
TIINDIA28OCT252900PE,130258,NFO
TIINDIA28OCT253200CE,130264,NFO
KEI25NOV254050CE,130300,NFO
KEI25NOV254050PE,130301,NFO
KEI25NOV254150PE,130305,NFO
KEI25NOV254250CE,130306,NFO
KEI30DEC253600CE,130358,NFO
KEI30DEC253600PE,130359,NFO
KEI30DEC254100PE,130369,NFO
TITAGARH28OCT25840CE,130455,NFO
TITAGARH28OCT25880CE,130464,NFO
KFINTECH28OCT25880PE,130470,NFO
KFINTECH28OCT25920PE,130472,NFO
KFINTECH28OCT25980CE,130477,NFO
KFINTECH25NOV25980PE,130583,NFO
KFINTECH25NOV251060CE,130588,NFO
KFINTECH25NOV251080CE,130590,NFO
KFINTECH25NOV251120CE,130596,NFO
TITAN28OCT253100PE,130701,NFO
KFINTECH30DEC25880CE,130705,NFO
TITAN28OCT253900CE,130719,NFO
KOTAKBANK25NOV252180PE,130797,NFO
KOTAKBANK25NOV252260PE,130813,NFO
KOTAKBANK25NOV252300PE,130817,NFO
TORNTPHARM28OCT253500CE,130922,NFO
TORNTPHARM28OCT253800PE,130929,NFO
TORNTPHARM28OCT253900PE,130931,NFO
TORNTPHARM28OCT254000CE,130932,NFO
KOTAKBANK30DEC252000PE,130985,NFO
KOTAKBANK30DEC252320PE,131005,NFO
KPITTECH25NOV251140PE,131070,NFO
TORNTPOWER28OCT251000CE,131167,NFO
TORNTPOWER28OCT251120PE,131174,NFO
TORNTPOWER28OCT251160PE,131176,NFO
LAURUSLABS25NOV25770CE,131278,NFO
TORNTPOWER28OCT251400PE,131282,NFO
LAURUSLABS25NOV25830PE,131319,NFO
LAURUSLABS25NOV25950PE,131342,NFO
LAURUSLABS30DEC25760PE,131397,NFO
LAURUSLABS30DEC251000CE,131449,NFO
TRENT28OCT253800CE,131461,NFO
TRENT28OCT254000CE,131463,NFO
TRENT28OCT255200CE,131483,NFO
LICHSGFIN28OCT25505PE,131541,NFO
LICHSGFIN28OCT25545PE,131549,NFO
LICHSGFIN28OCT25565PE,131553,NFO
LICHSGFIN28OCT25625CE,131564,NFO
LICHSGFIN28OCT25635PE,131567,NFO
LICHSGFIN25NOV25470PE,131632,NFO
LICHSGFIN25NOV25590CE,131671,NFO
LICHSGFIN25NOV25605CE,131677,NFO
LICHSGFIN25NOV25635PE,131693,NFO
TVSMOTOR28OCT252900CE,131742,NFO
TVSMOTOR28OCT253100CE,131746,NFO
TVSMOTOR28OCT253200CE,131748,NFO
TVSMOTOR28OCT253200PE,131749,NFO
TVSMOTOR28OCT253600CE,131780,NFO
LICHSGFIN30DEC25550CE,131829,NFO
LICHSGFIN30DEC25570CE,131833,NFO
LICHSGFIN30DEC25610PE,131843,NFO
LICHSGFIN30DEC25630PE,131847,NFO
LICHSGFIN30DEC25660CE,131852,NFO
LICI25NOV25930CE,131987,NFO
LICI30DEC25840CE,132078,NFO
LICI30DEC25880CE,132082,NFO
ULTRACEMCO28OCT2510800PE,132171,NFO
ULTRACEMCO28OCT2511200CE,132174,NFO
LODHA25NOV251060CE,132185,NFO
ULTRACEMCO28OCT2512800CE,132223,NFO
ULTRACEMCO28OCT2513000CE,132227,NFO
LODHA30DEC251120CE,132250,NFO
ULTRACEMCO28OCT2513800CE,132267,NFO
LT28OCT253440CE,132351,NFO
LT28OCT253440PE,132352,NFO
LT28OCT253480CE,132355,NFO
LT28OCT253540CE,132359,NFO
LT28OCT253580CE,132363,NFO
ULTRACEMCO28OCT2514400CE,132371,NFO
LT28OCT253620CE,132387,NFO
LT28OCT253820CE,132455,NFO
LT28OCT253840CE,132457,NFO
LT28OCT253920CE,132463,NFO
UNIONBANK28OCT25120CE,132617,NFO
UNIONBANK28OCT25130CE,132621,NFO
UNIONBANK28OCT25140CE,132634,NFO
UNIONBANK28OCT25160CE,132642,NFO
LT25NOV253320PE,132753,NFO
UNITDSPR28OCT251280CE,132757,NFO
UNITDSPR28OCT251360CE,132761,NFO
LT25NOV253360PE,132763,NFO
LT25NOV253580CE,132780,NFO
LT25NOV253760PE,132795,NFO
LT25NOV253780CE,132796,NFO
LT25NOV253980CE,132812,NFO
LT25NOV253980PE,132813,NFO
LT30DEC253520CE,132969,NFO
LT30DEC253560PE,132972,NFO
UNOMINDA28OCT251280CE,132998,NFO
UNOMINDA28OCT251360CE,133012,NFO
UNOMINDA28OCT251400CE,133014,NFO
LTF25NOV25242.5CE,133159,NFO
LTF25NOV25257.5CE,133165,NFO
ONGC28OCT25275CE,108608,NFO
HDFCLIFE25NOV25750CE,108647,NFO
HDFCLIFE25NOV25770PE,108650,NFO
LTF25NOV25282.5CE,133175,NFO
MAXHEALTH28OCT251040PE,108735,NFO
MAXHEALTH28OCT251120PE,108739,NFO
MAZDOCK28OCT253000PE,108878,NFO
PAGEIND28OCT2536500PE,108944,NFO
PAGEIND28OCT2537500PE,108947,NFO
PAGEIND28OCT2547500CE,108986,NFO
HEROMOTOCO25NOV255550CE,109046,NFO
HEROMOTOCO25NOV255850CE,109102,NFO
HEROMOTOCO25NOV255950PE,109105,NFO
HEROMOTOCO25NOV256050PE,109107,NFO
PAGEIND25NOV2540000PE,109218,NFO
PAGEIND25NOV2547000PE,109288,NFO
PAGEIND25NOV2550000CE,109293,NFO
MCX28OCT257600CE,109360,NFO
MCX28OCT257800PE,109363,NFO
HEROMOTOCO30DEC256400CE,109381,NFO
MCX28OCT258600CE,109401,NFO
MCX28OCT259000CE,109405,NFO
MCX28OCT259400CE,109409,NFO
HFCL28OCT2562PE,109489,NFO
PATANJALI28OCT25633.35CE,109492,NFO
PATANJALI28OCT25646.65CE,109494,NFO
PATANJALI28OCT25660PE,109497,NFO
HFCL28OCT2564CE,109499,NFO
HFCL28OCT2564PE,109500,NFO
PATANJALI28OCT25700CE,109502,NFO
HFCL28OCT2577CE,109536,NFO
HFCL28OCT2578CE,109538,NFO
HFCL28OCT2588PE,109634,NFO
PAYTM28OCT251020CE,109690,NFO
PAYTM28OCT251380PE,109746,NFO
HFCL25NOV2564PE,109752,NFO
HFCL25NOV2568CE,109757,NFO
HFCL25NOV2569PE,109760,NFO
HFCL25NOV2582PE,109780,NFO
PAYTM25NOV251000CE,109803,NFO
PAYTM25NOV251080PE,109812,NFO
PAYTM25NOV251400CE,109830,NFO
HFCL30DEC2564PE,109891,NFO
HFCL30DEC2570PE,109908,NFO
PERSISTENT28OCT254900CE,109909,NFO
HFCL30DEC2572PE,109914,NFO
MFSL28OCT251280CE,109936,NFO
MFSL28OCT251360CE,109940,NFO
MFSL28OCT251440PE,109945,NFO
PERSISTENT28OCT256100CE,110016,NFO
PERSISTENT25NOV254600CE,110046,NFO
PERSISTENT25NOV254600PE,110055,NFO
PERSISTENT25NOV255600CE,110066,NFO
MOTHERSON28OCT2595PE,110216,NFO
PERSISTENT25NOV255400PE,110065,NFO
MOTHERSON28OCT2585CE,110211,NFO
MOTHERSON28OCT25115PE,110224,NFO
MOTHERSON28OCT25120PE,110226,NFO
PETRONET28OCT25275PE,110279,NFO
PETRONET28OCT25295CE,110282,NFO
HINDALCO25NOV25750PE,110357,NFO
HINDALCO25NOV25770PE,110359,NFO
HINDALCO25NOV25790CE,110360,NFO
MPHASIS28OCT252300CE,110372,NFO
MPHASIS28OCT252600CE,110379,NFO
MPHASIS28OCT253000CE,110405,NFO
MPHASIS28OCT253100CE,110413,NFO
PETRONET25NOV25300PE,110563,NFO
MUTHOOTFIN28OCT252200PE,110569,NFO
PETRONET25NOV25320PE,110570,NFO
MUTHOOTFIN28OCT253000PE,110592,NFO
MUTHOOTFIN28OCT253200CE,110595,NFO
MUTHOOTFIN28OCT253200PE,110599,NFO
MUTHOOTFIN28OCT253300CE,110603,NFO
MUTHOOTFIN28OCT253400CE,110605,NFO
HINDALCO30DEC25820PE,110617,NFO
MUTHOOTFIN28OCT253600CE,110622,NFO
PFC28OCT25470PE,110646,NFO
PFC25NOV25360PE,110689,NFO
HINDALCO30DEC25920PE,110691,NFO
PFC25NOV25400CE,110705,NFO
PFC25NOV25460CE,110713,NFO
PFC25NOV25460PE,110714,NFO
NATIONALUM28OCT25170PE,110757,NFO
NATIONALUM28OCT25250PE,110878,NFO
PGEL28OCT25540PE,110890,NFO
NATIONALUM28OCT25260PE,110970,NFO
HINDPETRO30DEC25420CE,111043,NFO
HINDPETRO30DEC25460PE,111052,NFO
HINDPETRO30DEC25480CE,111055,NFO
HINDPETRO30DEC25490CE,111057,NFO
NAUKRI28OCT251320PE,111142,NFO
NAUKRI28OCT251520PE,111155,NFO
NAUKRI28OCT251560CE,111156,NFO
PHOENIXLTD28OCT251580PE,111216,NFO
NBCC28OCT2580PE,111245,NFO
NBCC28OCT25100CE,111262,NFO
NBCC28OCT25120PE,111279,NFO
HINDUNILVR25NOV252540PE,111291,NFO
HINDUNILVR25NOV252580CE,111292,NFO
HINDUNILVR25NOV252620CE,111294,NFO
NBCC28OCT25125CE,111327,NFO
PHOENIXLTD25NOV251400PE,111362,NFO
HINDUNILVR25NOV252700PE,111374,NFO
NCC28OCT25220PE,111431,NFO
PHOENIXLTD25NOV251600PE,111467,NFO
PHOENIXLTD25NOV251800CE,111498,NFO
PHOENIXLTD25NOV251800PE,111499,NFO
HINDUNILVR30DEC252160PE,111597,NFO
HINDUNILVR30DEC252360CE,111606,NFO
HINDUNILVR30DEC252360PE,111610,NFO
HINDUNILVR30DEC252440CE,111613,NFO
HINDUNILVR30DEC252440PE,111614,NFO
HINDUNILVR30DEC252480PE,111616,NFO
HINDUNILVR30DEC252520CE,111617,NFO
HINDUNILVR30DEC252680CE,111625,NFO
HINDZINC28OCT25465CE,111796,NFO
HINDUNILVR30DEC252800CE,111633,NFO
HINDUNILVR30DEC252960PE,111642,NFO
PIDILITIND28OCT251550CE,111711,NFO
NESTLEIND28OCT25980CE,111858,NFO
PIDILITIND25NOV251400CE,111915,NFO
PIDILITIND25NOV251540PE,111975,NFO
PIDILITIND25NOV251580CE,111992,NFO
NESTLEIND28OCT251060PE,112003,NFO
NESTLEIND28OCT251100CE,112006,NFO
NESTLEIND28OCT251100PE,112007,NFO
PIDILITIND25NOV251720PE,112040,NFO
NESTLEIND28OCT251320CE,112055,NFO
NESTLEIND28OCT251360PE,112075,NFO
HINDZINC25NOV25485CE,112086,NFO
HINDZINC25NOV25490PE,112089,NFO
HINDZINC25NOV25495CE,112090,NFO
HINDZINC25NOV25505CE,112092,NFO
HINDZINC25NOV25510PE,112095,NFO
HINDZINC25NOV25530PE,112103,NFO
PIIND28OCT253150PE,112275,NFO
PIIND28OCT253250PE,112279,NFO
PIIND28OCT253850CE,112290,NFO
PIIND25NOV253400PE,112406,NFO
NHPC28OCT2584CE,112480,NFO
HINDZINC30DEC25540PE,112509,NFO
NHPC28OCT2586CE,112524,NFO
NHPC28OCT2590CE,112528,NFO
NHPC28OCT2590PE,112529,NFO
NHPC28OCT2596CE,112534,NFO
